Symbol,Name,Last_Sale,Net_Change,Percent_Change,Market_Cap,Volume,Sector,Industry
X,United States Steel Corporation Common Stock,$35.62 ,-0.5,-1.38%,8013142664,5974245,Industrials,Steel/Iron Ore
LBTYB,Liberty Global Ltd. Class B Common Shares,$21.90 ,0,0.00%,8003242456,141,Telecommunications,Cable & Other Pay Television Services
UFPI,UFP Industries Inc. Common Stock,$131.27 ,1.66,1.28%,7996776877,331339,Basic Materials,Forest Products
LTM,LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2000) shares of Common Stock),$26.37 ,-0.22,-0.83%,7969565001,121889,Consumer Discretionary,Air Freight/Delivery Services
DOCS,Doximity Inc. Class A Common Stock,$42.90 ,0.37,0.87%,7964839740,1960992,Technology,EDP Services
LBTYK,Liberty Global Ltd. Class C Common Shares,$21.77 ,0.01,0.05%,7955734624,744043,Telecommunications,Cable & Other Pay Television Services
WBS,Webster Financial Corporation Common Stock,$46.39 ,0.27,0.59%,7952469397,645929,Finance,Major Banks
OS,OneStream Inc. Class A Common Stock,$33.90 ,0.18,0.53%,7947544815,640570,Technology,Computer Software: Prepackaged Software
ESTC,Elastic N.V. Ordinary Shares,$77.35 ,-0.19,-0.25%,7947364348,703075,Technology,Computer Software: Prepackaged Software
CRS,Carpenter Technology Corporation Common Stock,$159.01 ,2.9,1.86%,7942151657,343483,Industrials,Steel/Iron Ore
IVZ,Invesco Ltd Common Stock,$17.64 ,-0.1,-0.56%,7938571995,4672251,Finance,Investment Managers
BRBR,BellRing Brands Inc. Common Stock ,$61.11 ,0.26,0.43%,7898006547,585805,Consumer Staples,Packaged Foods
BERY,Berry Global Group Inc. Common Stock,$68.88 ,-0.2,-0.29%,7893648000,482305,Industrials,Plastic Products
SWN,Southwestern Energy Company Common Stock,$7.15 ,0.17,2.44%,7886319198,31749787,Energy,Oil & Gas Production
CMA,Comerica Incorporated Common Stock,$59.38 ,-0.09,-0.15%,7877938424,1268822,Finance,Major Banks
WBA,Walgreens Boots Alliance Inc. Common Stock,$9.06 ,0.54,6.34%,7821271835,27366862,Consumer Staples,Retail-Drug Stores and Proprietary Stores
PAAS,Pan American Silver Corp. Common Stock,$21.45 ,-0.9,-4.03%,7817238000,3381512,Basic Materials,Precious Metals
FOUR,Shift4 Payments Inc. Class A Common Stock,$87.85 ,1.87,2.18%,7783056079,810802,Consumer Discretionary,Business Services
LBTYA,Liberty Global Ltd. Class A Common Shares,$21.26 ,-0.02,-0.09%,7769357745,2608243,Telecommunications,Cable & Other Pay Television Services
BNT,Brookfield Wealth Solutions Ltd. Class A Exchangeable Limited Voting Shares,$53.33 ,-0.15,-0.28%,7757718312,8445,Finance,Property-Casualty Insurers
WFG,West Fraser Timber Co. Ltd Common stock,$96.47 ,0.43,0.45%,7753667721,137643,Basic Materials,Forest Products
ITCI,Intra-Cellular Therapies Inc. Common Stock,$73.30 ,0.09,0.12%,7745385603,385517,Health Care,Biotechnology: Pharmaceutical Preparations
VOYA,Voya Financial Inc. Common Stock,$78.49 ,-0.16,-0.20%,7717372505,561941,Finance,Life Insurance
CBSH,Commerce Bancshares Inc. Common Stock,$59.83 ,-0.22,-0.37%,7713153829,463948,Finance,Major Banks
ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,$20.49 ,-0.16,-0.78%,7705425162,30504,Finance,Property-Casualty Insurers
KT,KT Corporation Common Stock,$15.61 ,-0.19,-1.20%,7693027035,556009,Telecommunications,Telecommunications Equipment
SMAR,Smartsheet Inc. Class A Common Stock,$55.34 ,0.01,0.02%,7689548229,11803767,Technology,Computer Software: Prepackaged Software
CIB,BanColombia S.A. Common Stock,$31.97 ,-1.05,-3.18%,7687402298,270882,Finance,Commercial Banks
INFA,Informatica Inc. Class A Common Stock,$25.23 ,-0.14,-0.55%,7643129171,590635,Technology,Computer Software: Prepackaged Software
S,SentinelOne Inc. Class A Common Stock,$24.08 ,0.12,0.50%,7638761505,1990425,Technology,Computer Software: Prepackaged Software
ALV,Autoliv Inc. Common Stock,$95.36 ,2.86,3.09%,7636405628,1289926,Consumer Discretionary,Auto Parts:O.E.M.
MIDD,Middleby Corporation (The) Common Stock,$141.71 ,0.45,0.32%,7619682505,406380,Industrials,Industrial Machinery/Components
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,$46.85 ,-0.65,-1.37%,7618296584,541674,Consumer Discretionary,Apparel
SATS,EchoStar  Corporation Common Stock,$28.04 ,2.28,8.85%,7617930193,3396804,Consumer Discretionary,Telecommunications Equipment
VFC,V.F. Corporation Common Stock,$19.57 ,0.32,1.66%,7616318042,4971163,Consumer Discretionary,Apparel
AMKR,Amkor Technology Inc. Common Stock,$30.89 ,-1.02,-3.20%,7610961492,1350158,Technology,Semiconductors
AAL,American Airlines Group Inc. Common Stock,$11.56 ,-0.23,-1.95%,7591497234,30758476,Consumer Discretionary,Air Freight/Delivery Services
CELH,Celsius Holdings Inc. Common Stock,$32.53 ,1.21,3.86%,7581690459,6137657,Consumer Staples,Beverages (Production/Distribution)
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,$21.22 ,-0.091,-0.43%,7575540000,56371,Finance,Life Insurance
BZ,KANZHUN LIMITED American Depository Shares,$17.18 ,1.06,6.58%,7557933078,12598094,Technology,Computer Software: Programming Data Processing
LPX,Louisiana-Pacific Corporation Common Stock,$107.20 ,0.33,0.31%,7533581090,357146,Basic Materials,Forest Products
ADC,Agree Realty Corporation Common Stock,$74.83 ,0.43,0.58%,7529735002,760651,Real Estate,Real Estate Investment Trusts
BRFS,BRF S.A.,$4.48 ,-0.06,-1.32%,7520379180,1942256,Consumer Staples,Meat/Poultry/Fish
PNFP,Pinnacle Financial Partners Inc. Common Stock,$96.67 ,0.2,0.21%,7466391456,425523,Finance,Major Banks
CIGI,Colliers International Group Inc. Subordinate Voting Shares,$148.31 ,-2.99,-1.98%,7456563480,92367,Finance,Real Estate
LNTH,Lantheus Holdings Inc. Common Stock,$107.36 ,2.93,2.81%,7454073725,673088,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RRC,Range Resources Corporation Common Stock,$30.74 ,0.57,1.89%,7441821332,2893641,Energy,Oil & Gas Production
PEN,Penumbra Inc. Common Stock,$191.55 ,-0.08,-0.04%,7440555941,159085,Health Care,Medical/Dental Instruments
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),$37.06 ,0.35,0.95%,7429579189,115847,Industrials,Steel/Iron Ore
MKSI,MKS Instruments Inc. Common Stock,$110.31 ,-2.97,-2.62%,7422494494,772384,Industrials,Industrial Machinery/Components
FR,First Industrial Realty Trust Inc. Common Stock,$56.04 ,0.56,1.01%,7416675164,1445092,Real Estate,Real Estate Investment Trusts
VNO,Vornado Realty Trust Common Stock,$38.88 ,0.04,0.10%,7406848824,1579339,Real Estate,Real Estate Investment Trusts
EXEL,Exelixis Inc. Common Stock,$25.96 ,-0.28,-1.07%,7405134781,1375532,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LUMN,Lumen Technologies Inc. Common Stock,$7.28 ,0.34,4.90%,7402377193,12568365,Telecommunications,Telecommunications Equipment
MTH,Meritage Homes Corporation Common Stock,$203.74 ,3.07,1.53%,7401306580,278068,Consumer Discretionary,Homebuilding
ANF,Abercrombie & Fitch Company Common Stock,$144.50 ,6.57,4.76%,7380865792,1654265,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TREX,Trex Company Inc. Common Stock,$67.89 ,0.89,1.33%,7380097659,769896,Basic Materials,Forest Products
RVMD,Revolution Medicines Inc. Common Stock,$44.17 ,0.31,0.71%,7378110112,534931,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LSCC,Lattice Semiconductor Corporation Common Stock,$53.52 ,-0.87,-1.60%,7373569964,2594761,Technology,Semiconductors
SPXC,SPX Technologies Inc. Common Stock,$159.04 ,1.01,0.64%,7362793697,163601,Industrials,Industrial Machinery/Components
DRS,Leonardo DRS Inc. Common Stock,$27.87 ,0.1,0.36%,7349397231,496042,Industrials,Industrial Machinery/Components
AGCO,AGCO Corporation Common Stock,$98.31 ,1.58,1.63%,7338084808,659154,Industrials,Industrial Machinery/Components
GGB,Gerdau S.A. Common Stock,$3.48 ,0,0.00%,7337514934,25072560,Industrials,Steel/Iron Ore
TMHC,Taylor Morrison Home Corporation Common Stock,$70.27 ,1.4,2.03%,7325063697,946389,Consumer Discretionary,Homebuilding
SSB,SouthState Corporation Common Stock,$95.75 ,0.23,0.24%,7300623536,464449,Finance,Major Banks
WSC,WillScot Holdings Corporation Class A Common Stock,$38.57 ,-0.53,-1.36%,7270092085,1602191,Industrials,Misc Corporate Leasing Services
KEX,Kirby Corporation Common Stock,$125.33 ,2.5,2.04%,7256607000,419583,Consumer Discretionary,Marine Transportation
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,$22.98 ,-0.1724,-0.75%,7256315855,400,Finance,Finance: Consumer Services
AN,AutoNation Inc. Common Stock,$182.61 ,4.59,2.58%,7245815608,391331,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
HALO,Halozyme Therapeutics Inc. Common Stock,$56.97 ,0.02,0.04%,7216861612,1205279,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PARA,Paramount Global Class B Common Stock,$10.79 ,0.13,1.22%,7193848106,5267900,Industrials,Broadcasting
STAG,Stag Industrial Inc. Common Stock,$39.24 ,0.21,0.54%,7146010173,899273,Real Estate,Real Estate Investment Trusts
GNTX,Gentex Corporation Common Stock,$30.98 ,0.03,0.10%,7132129631,4716226,Consumer Discretionary,Auto Parts:O.E.M.
SPSC,SPS Commerce Inc. Common Stock,$192.25 ,0.91,0.48%,7131674471,165173,Technology,Computer Software: Prepackaged Software
BPOP,Popular Inc. Common Stock,$98.58 ,-0.97,-0.97%,7130801453,361789,Finance,Major Banks
CFR,Cullen/Frost Bankers Inc. Common Stock,$111.19 ,-0.54,-0.48%,7118492544,270800,Finance,Major Banks
BBWI,Bath & Body Works Inc.,$32.39 ,0.65,2.05%,7097035931,3913369,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,$19.91 ,-0.105,-0.53%,7095430152,48966,Finance,Investment Managers
ARW,Arrow Electronics Inc. Common Stock,$133.92 ,-0.56,-0.42%,7090283112,458314,Technology,Electronic Components
MASI,Masimo Corporation Common Stock,$133.20 ,0.1,0.08%,7085806700,607470,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
WTFC,Wintrust Financial Corporation Common Stock,$106.55 ,-0.51,-0.48%,7085616128,283065,Finance,Major Banks
ELAN,Elanco Animal Health Incorporated Common Stock,$14.32 ,0.59,4.30%,7078734931,5415439,Health Care,Biotechnology: Pharmaceutical Preparations
IBP,Installed Building Products Inc. Common Stock,$250.40 ,5.34,2.18%,7069909285,263740,Consumer Discretionary,Homebuilding
GKOS,Glaukos Corporation Common Stock,$128.29 ,0.81,0.64%,7049594385,344719,Health Care,Medical/Dental Instruments
RLI,RLI Corp. Common Stock (DE),$153.94 ,0.25,0.16%,7042147553,122070,Finance,Property-Casualty Insurers
PATH,UiPath Inc. Class A Common Stock,$12.80 ,0.21,1.67%,7039456307,4764857,Technology,Computer Software: Prepackaged Software
RHI,Robert Half Inc. Common Stock,$67.37 ,0,0.00%,7010286944,1091991,Consumer Discretionary,Professional Services
W,Wayfair Inc. Class A Common Stock,$56.76 ,2.6,4.80%,7007850866,4607594,Consumer Discretionary,Catalog/Specialty Distribution
HQY,HealthEquity Inc. Common Stock,$79.93 ,1.29,1.64%,6979844487,433719,Consumer Discretionary,Business Services
MSA,MSA Safety Incorporated Common Stock,$176.98 ,-2.58,-1.44%,6964692701,104666,Health Care,Industrial Specialties
NSIT,Insight Enterprises Inc. Common Stock,$213.06 ,1.33,0.63%,6942821738,130511,Consumer Discretionary,Catalog/Specialty Distribution
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,$11.13 ,0.1,0.91%,6938446151,1478748,Technology,Computer Software: Prepackaged Software
WTS,Watts Water Technologies Inc. Class A Common Stock,$207.51 ,-0.37,-0.18%,6920679498,107263,Industrials,Metal Fabrications
CGNX,Cognex Corporation Common Stock,$40.27 ,-0.03,-0.07%,6906338625,900108,Industrials,Industrial Machinery/Components
G,Genpact Limited Common Stock,$38.75 ,-0.27,-0.69%,6904381264,777135,Consumer Discretionary,Professional Services
MOD,Modine Manufacturing Company Common Stock,$131.72 ,1.05,0.80%,6903916758,516252,Consumer Discretionary,Auto Parts:O.E.M.
HCP,HashiCorp Inc. Class A Common Stock,$33.90 ,0.03,0.09%,6878119245,2244937,Technology,EDP Services
JXN,Jackson Financial Inc. Class A Common Stock ,$91.35 ,1.03,1.14%,6873266812,595207,Finance,Life Insurance
ZION,Zions Bancorporation N.A. Common Stock,$46.46 ,0.14,0.30%,6861980923,981826,Finance,Major Banks
PLNT,Planet Fitness Inc. Common Stock,$80.48 ,-2.25,-2.72%,6854243862,1023137,Consumer Discretionary,Hotels/Resorts
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),$110.93 ,0.74,0.67%,6850316864,500041,Health Care,Biotechnology: Pharmaceutical Preparations
VKTX,Viking Therapeutics Inc. Common Stock,$61.63 ,-0.69,-1.11%,6828369806,1820427,Health Care,Biotechnology: Pharmaceutical Preparations
SITE,SiteOne Landscape Supply Inc. Common Stock,$151.19 ,0.37,0.25%,6821878764,288933,Consumer Discretionary,Professional and commerical equipment
SAIC,Science Applications International Corporation Common Stock,$137.75 ,1.13,0.83%,6821394188,234781,Technology,EDP Services
ASTS,AST SpaceMobile Inc. Class A Common Stock,$25.32 ,1.49,6.25%,6821066993,24260101,Consumer Discretionary,Telecommunications Equipment
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,$10.69 ,0.26,2.49%,6802581500,14560,Finance,Finance: Consumer Services
SUM,Summit Materials Inc. Class A Common Stock,$38.71 ,-0.5,-1.28%,6796952292,846019,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MTN,Vail Resorts Inc. Common Stock,$180.61 ,-7.34,-3.91%,6795273530,1538759,Consumer Discretionary,Services-Misc. Amusement & Recreation
ESNT,Essent Group Ltd. Common Shares,$63.87 ,0.52,0.82%,6786121458,340384,Finance,Property-Casualty Insurers
POST,Post Holdings Inc. Common Stock,$116.10 ,0.43,0.37%,6783435769,414708,Consumer Staples,Packaged Foods
AZEK,The AZEK Company Inc. Class A Common Stock,$46.77 ,0.71,1.54%,6767414662,1313215,Industrials,Plastic Products
FAF,First American Corporation (New) Common Stock,$65.68 ,0.81,1.25%,6757660786,865358,Finance,Specialty Insurers
FLS,Flowserve Corporation Common Stock,$51.37 ,-1.16,-2.21%,6748705753,1348153,Industrials,Fluid Controls
PB,Prosperity Bancshares Inc. Common Stock,$70.80 ,-0.61,-0.85%,6744490553,415766,Finance,Major Banks
BOKF,BOK Financial Corporation Common Stock,$104.38 ,0.16,0.15%,6693662269,62121,Finance,Major Banks
HMY,Harmony Gold Mining Company Limited,$10.80 ,-0.01,-0.09%,6675177298,3625077,Basic Materials,Precious Metals
AXS,Axis Capital Holdings Limited Common Stock,$79.28 ,-0.07,-0.09%,6673872296,551731,Finance,Property-Casualty Insurers
BLCO,Bausch + Lomb Corporation Common Shares,$18.95 ,-0.09,-0.47%,6668417963,133423,Health Care,Ophthalmic Goods
LOAR,Loar Holdings Inc. Common Stock,$74.28 ,0.19,0.26%,6663181254,268600,Industrials,Military/Government/Technical
ADT,ADT Inc. Common Stock,$7.30 ,-0.05,-0.68%,6656344349,3254084,Consumer Discretionary,Diversified Commercial Services
CVLT,Commvault Systems Inc. Common Stock,$151.82 ,-0.6,-0.39%,6636559582,211599,Technology,Computer Software: Prepackaged Software
LSTR,Landstar System Inc. Common Stock,$186.93 ,2.37,1.28%,6627150966,176604,Industrials,Trucking Freight/Courier Services
HR,Healthcare Realty Trust Incorporated Common Stock,$18.18 ,0.12,0.66%,6599889927,2145746,Real Estate,Real Estate Investment Trusts
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,$20.81 ,0.1,0.48%,6590491581,2224244,Real Estate,Real Estate Investment Trusts
FRPT,Freshpet Inc. Common Stock,$135.74 ,-0.18,-0.13%,6581086492,325454,Consumer Staples,Packaged Foods
MTG,MGIC Investment Corporation Common Stock,$25.37 ,-0.01,-0.04%,6576760085,873823,Finance,Property-Casualty Insurers
ERJ,Embraer S.A. Common Stock,$35.72 ,-1.21,-3.28%,6560270975,1579174,Industrials,Aerospace
ETSY,Etsy Inc. Common Stock,$57.14 ,1.39,2.49%,6556944136,5158539,Consumer Discretionary,Business Services
LFUS,Littelfuse Inc. Common Stock,$264.31 ,-2.45,-0.92%,6551792930,83796,Energy,Electrical Products
RHP,Ryman Hospitality Properties Inc. (REIT),$109.37 ,0.4,0.37%,6551266390,374742,Real Estate,Real Estate Investment Trusts
REYN,Reynolds Consumer Products Inc. Common Stock,$31.14 ,0.19,0.61%,6543707316,529199,Consumer Discretionary,Containers/Packaging
ESI,Element Solutions Inc. Common Stock,$27.01 ,-0.01,-0.04%,6540266440,894631,Industrials,Major Chemicals
TAL,TAL Education Group American Depositary Shares,$10.80 ,0.52,5.06%,6540026378,23475859,Real Estate,Other Consumer Services
TRNO,Terreno Realty Corporation Common Stock,$67.34 ,0.21,0.31%,6525234283,661171,Finance,Real Estate
OSK,Oshkosh Corporation (Holding Company)Common Stock,$100.19 ,0.82,0.83%,6520943897,987013,Consumer Discretionary,Auto Manufacturing
STEP,StepStone Group Inc. Class A Common Stock,$57.28 ,0.77,1.36%,6519667109,1122556,Finance,Investment Managers
CRUS,Cirrus Logic Inc. Common Stock,$121.60 ,-0.31,-0.25%,6494802528,566328,Technology,Semiconductors
ZETA,Zeta Global Holdings Corp. Class A Common Stock,$29.51 ,-0.24,-0.81%,6490585301,2261044,Technology,Computer Software: Prepackaged Software
MAT,Mattel Inc. Common Stock,$19.04 ,0,0.00%,6471696000,1684951,Consumer Discretionary,Recreational Games/Products/Toys
KBH,KB Home Common Stock,$85.94 ,1.67,1.98%,6463011908,893613,Consumer Discretionary,Homebuilding
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,$43.78 ,0.57,1.32%,6456201970,450783,Finance,Commercial Banks
QXO,QXO Inc. Common Stock,$15.73 ,0.53,3.49%,6440336967,1113630,Technology,EDP Services
ESAB,ESAB Corporation Common Stock,$106.51 ,-0.52,-0.49%,6437544602,148418,Industrials,Industrial Machinery/Components
SQSP,Squarespace Inc. Class A Common Stock,$46.38 ,-0.03,-0.07%,6422489238,1097166,Technology,Computer Software: Prepackaged Software
NUVL,Nuvalent Inc. Class A Common Stock,$99.10 ,-1.95,-1.93%,6421442457,562593,Health Care,Biotechnology: Pharmaceutical Preparations
WH,Wyndham Hotels & Resorts Inc. Common Stock ,$80.79 ,0,0.00%,6380786121,903310,Consumer Discretionary,Hotels/Resorts
DDS,Dillard's Inc. Common Stock,$394.33 ,-1.42,-0.36%,6379826820,133291,Consumer Discretionary,Department/Specialty Retail Stores
BMI,Badger Meter Inc. Common Stock,$216.24 ,0.71,0.33%,6359990333,106009,Industrials,Industrial Machinery/Components
CFLT,Confluent Inc. Class A Common Stock,$19.70 ,0.01,0.05%,6357652930,5792172,Technology,Computer Software: Prepackaged Software
ELF,e.l.f. Beauty Inc. Common Stock,$112.56 ,1.19,1.07%,6347058944,2571645,Consumer Discretionary,Package Goods/Cosmetics
LEA,Lear Corporation Common Stock,$112.72 ,2.11,1.91%,6341253533,648310,Consumer Discretionary,Auto Parts:O.E.M.
CMC,Commercial Metals Company Common Stock,$55.00 ,0.12,0.22%,6324583100,677953,Industrials,Steel/Iron Ore
GLBE,Global-E Online Ltd. Ordinary Shares,$38.07 ,0.37,0.98%,6311012906,401325,Technology,Computer Software: Prepackaged Software
VRNS,Varonis Systems Inc. Common Stock,$56.23 ,-0.83,-1.46%,6307859864,1025140,Technology,Computer Software: Prepackaged Software
SNV,Synovus Financial Corp. Common Stock,$43.81 ,-0.01,-0.02%,6307427383,628245,Finance,Major Banks
STVN,Stevanato Group S.p.A. Ordinary Shares,$21.33 ,0.51,2.45%,6303868968,317606,Health Care,Medical/Dental Instruments
R,Ryder System Inc. Common Stock,$145.44 ,0.7,0.48%,6295106136,378602,Consumer Discretionary,Rental/Leasing Companies
NOV,NOV Inc. Common Stock,$15.98 ,0.13,0.82%,6291435974,4710942,Industrials,Metal Fabrications
RH,RH Common Stock,$339.50 ,-0.19,-0.06%,6274875632,486370,Consumer Discretionary,Other Specialty Stores
CHH,Choice Hotels International Inc. Common Stock,$132.77 ,0.37,0.28%,6268647656,170839,Consumer Discretionary,Hotels/Resorts
